,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Credit Card Category
3120,1019,4,Mastercard,Debit,5940949386888214,01/2019,618,YES,2,$39080,02/2000,2017,No,Standard
3121,1020,0,Mastercard,Credit,5891980090129648,05/2024,843,YES,1,$5600,06/2008,2011,No,Personal
3122,1020,1,Mastercard,Debit,5805477288229197,02/2020,832,YES,2,$7090,05/2007,2017,No,UNKNOWN
3123,1020,2,Amex,Credit,358240905315315,04/2023,544,YES,1,$4600,07/2012,2012,No,Standard
3124,1020,3,Amex,Credit,354505344407390,04/2020,793,YES,1,$6900,06/2007,2008,No,UNKNOWN
3125,1021,0,Discover,Credit,6910816000642923,03/2020,845,YES,2,$7900,03/2001,2004,No,UNKNOWN
3126,1021,1,Mastercard,Debit,5031093004521446,07/2023,834,NO,1,$415,06/2011,2013,No,UNKNOWN
3127,1022,0,Amex,Credit,387423675573298,06/2021,864,YES,1,$11800,02/2020,2020,No,Business
3128,1023,0,Mastercard,Debit,5392581536940682,04/2020,63,YES,1,$10107,08/2019,2019,No,Prepaid
3129,1024,0,Visa,Debit,4062156976910800,10/2024,305,NO,2,$12286,06/2004,2013,No,Classic
3130,1024,1,Mastercard,Debit,5419592121545154,01/2022,42,YES,2,$18894,02/2009,2015,No,UNKNOWN
3131,1025,0,Mastercard,Debit,5235277792486600,11/2017,314,YES,1,$35175,08/2013,2013,No,Platinum
3132,1025,1,Mastercard,Debit,5526616116382741,10/2021,600,YES,1,$21205,06/2005,2010,No,Business
3133,1025,2,Mastercard,Debit,5071372204646552,11/2021,958,NO,1,$25985,07/2017,2017,No,UNKNOWN
3134,1025,3,Mastercard,Debit,5313636141539714,06/2024,212,NO,1,$39431,07/2004,2008,No,Corporate
3135,1025,4,Visa,Debit,4631337182936138,03/2024,847,YES,2,$18288,08/2010,2012,No,Business
3136,1026,0,Visa,Credit,4142865741084776,08/2020,302,YES,1,$9000,01/2007,2007,No,UNKNOWN
3137,1026,1,Mastercard,Debit,5823085266965025,10/2021,876,YES,2,$12367,03/2008,2008,No,Personal
3138,1026,2,Mastercard,Debit,5708920987862167,09/2021,17,YES,2,$19619,06/2016,2016,No,UNKNOWN
3139,1027,0,Amex,Credit,330378740053511,06/2020,959,YES,1,$12800,01/2020,2020,No,UNKNOWN
3140,1028,0,Visa,Credit,4260552166292092,06/2022,384,YES,1,$9500,02/2014,2014,No,Business
3141,1029,0,Mastercard,Debit,5873966669352213,09/2024,809,YES,2,$3966,01/2008,2013,No,UNKNOWN
3142,1029,1,Mastercard,Debit,5229231041808987,11/2009,670,YES,2,$8812,09/2009,2009,No,Classic
3143,1029,2,Visa,Debit,4324205574305224,10/2022,92,YES,2,$13434,03/2003,2003,No,Classic
3144,1029,3,Mastercard,Debit,5081900353730451,11/2020,533,YES,1,$13104,12/2008,2017,No,UNKNOWN
3145,1030,0,Mastercard,Debit,5203247586217393,09/2021,503,YES,1,$9454,04/2002,2007,No,Prepaid
3146,1030,1,Mastercard,Debit,5410528927271572,01/2020,651,YES,1,$13764,11/2012,2012,No,Standard
3147,1030,2,Mastercard,Debit,5892723462268595,05/2024,355,YES,1,$14639,08/2018,2018,No,Personal
3148,1030,3,Mastercard,Debit,5896330225827400,08/2024,851,NO,2,$20277,08/2014,2014,No,Personal
3149,1030,4,Mastercard,Debit,5342464568793113,02/2020,260,YES,1,$11166,02/2020,2020,No,Standard
3150,1031,0,Mastercard,Credit,5632468453747633,06/2024,296,YES,2,$7200,11/2007,2010,No,UNKNOWN
3151,1031,1,Mastercard,Debit,5754434443697253,11/2022,789,YES,1,$12389,06/2016,2016,No,UNKNOWN
3152,1032,0,Visa,Debit,4639713693974383,02/2023,69,YES,2,$2121,01/2005,2009,No,Business
3153,1032,1,Visa,Debit,4025137324225957,11/2024,653,YES,2,$13455,11/2001,2011,No,Gold
3154,1032,2,Visa,Debit (Prepaid),4595382752542331,08/2023,475,YES,2,$48,03/2009,2013,No,UNKNOWN
3155,1032,3,Mastercard,Debit (Prepaid),5680583752844424,02/2022,504,YES,2,$49,11/2009,2009,No,UNKNOWN
3156,1032,4,Visa,Credit,4944959860713657,07/2022,21,YES,2,$5000,01/2013,2013,No,UNKNOWN
3157,1032,5,Mastercard,Credit,5925756786369213,06/2010,556,NO,1,$6800,06/2005,2009,No,Standard
3158,1033,0,Visa,Credit,4225059111399176,06/2021,829,YES,2,$24900,05/2008,2013,No,Classic
3159,1033,1,Mastercard,Debit,5515747009144505,01/2024,306,YES,2,$19670,01/2005,2009,No,Enhanced
3160,1033,2,Mastercard,Debit,5764133440846689,07/2024,480,YES,2,$23231,02/2020,2020,No,UNKNOWN
3161,1033,3,Visa,Debit (Prepaid),4203776062748208,03/2022,193,YES,2,$18,03/2006,2013,No,Gold
3162,1034,0,Mastercard,Debit,5480998753252900,07/2021,110,YES,1,$13699,10/2019,2019,No,Standard
3163,1034,1,Visa,Credit,4748763826906132,05/2017,478,NO,2,$11700,09/2006,2010,No,Corporate T&E
3164,1034,2,Mastercard,Credit,5274567500521135,11/2010,89,YES,1,$1800,11/2010,2010,No,Prepaid
3165,1034,3,Mastercard,Debit,5100254410135496,10/2023,723,YES,1,$15612,11/2012,2012,No,Standard
3166,1035,0,Mastercard,Debit,5233470858754888,08/2024,870,YES,1,$4699,09/2007,2018,No,Mixed Product
3167,1036,0,Mastercard,Debit,5634720557033736,02/2021,644,YES,1,$77778,02/2020,2020,No,UNKNOWN
3168,1036,1,Visa,Debit,4288163100200556,10/2023,765,NO,1,$31755,07/2008,2008,No,Purchasing
3169,1036,2,Mastercard,Debit,5648047323588801,11/2024,470,YES,1,$28601,04/2012,2012,No,UNKNOWN
3170,1036,3,Mastercard,Credit,5628686337388309,03/2010,842,YES,2,$25900,04/2005,2011,No,UNKNOWN
3171,1036,4,Mastercard,Debit (Prepaid),5293099993474749,06/2009,140,YES,2,$97,10/2001,2010,No,Professional
3172,1036,5,Mastercard,Debit,5584427717587374,05/2023,957,NO,2,$22553,08/2007,2010,No,Business
3173,1036,6,Mastercard,Debit (Prepaid),5276972829621865,05/2022,803,YES,2,$65,11/2010,2015,No,Business
3174,1036,7,Mastercard,Debit,5562768142811109,10/2024,267,YES,2,$21225,01/2003,2012,No,UNKNOWN
3175,1037,0,Mastercard,Credit,5195862758999591,12/2021,426,YES,2,$13300,01/2020,2020,No,UNKNOWN
3176,1037,1,Mastercard,Debit,5180139423244093,07/2022,633,YES,2,$9141,02/2010,2011,No,UNKNOWN
3177,1038,0,Mastercard,Debit,5647392545129328,05/2021,236,YES,2,$14733,12/2009,2011,No,UNKNOWN
3178,1038,1,Visa,Debit,4543221446829326,08/2023,587,YES,1,$15814,11/2002,2010,No,Classic
3179,1038,2,Mastercard,Debit,5848203145087847,05/2021,597,YES,1,$20816,03/2013,2013,No,UNKNOWN
3180,1038,3,Visa,Credit,4681503612415898,02/2014,86,YES,2,$8500,09/2008,2010,No,UNKNOWN
3181,1039,0,Mastercard,Debit,5620673787409550,07/2021,842,YES,1,$35493,08/2018,2018,No,Personal
3182,1039,1,Mastercard,Debit,5849371224627148,07/2020,636,YES,2,$58311,10/2013,2013,No,Personal
3183,1039,2,Mastercard,Credit,5981150339766533,09/2023,601,YES,1,$24700,02/2020,2020,No,Standard
3184,1039,3,Mastercard,Debit,5656999344150658,10/2024,761,YES,2,$66779,01/2009,2011,No,UNKNOWN
3185,1039,4,Mastercard,Debit (Prepaid),5964863053217701,02/2024,287,YES,1,$58,02/2007,2012,No,Standard
3186,1040,0,Discover,Credit,6932682320710660,08/2023,294,YES,2,$7400,03/2009,2017,No,UNKNOWN
3187,1040,1,Mastercard,Debit,5839391622959364,10/2020,985,YES,2,$11310,12/2008,2012,No,UNKNOWN
3188,1040,2,Mastercard,Credit,5451139349544228,08/2019,832,NO,2,$7200,02/2011,2011,No,Prepaid
3189,1041,0,Mastercard,Debit,5893992585377552,04/2022,46,NO,1,$28352,03/2010,2012,No,Standard
3190,1041,1,Amex,Credit,344769057601771,06/2016,588,YES,2,$10000,05/2009,2011,No,UNKNOWN
3191,1041,2,Mastercard,Debit,5475273052994397,02/2024,101,YES,1,$32325,09/2016,2016,No,Standard
3192,1041,3,Mastercard,Debit,5682219058474739,05/2018,67,YES,2,$22405,07/2014,2014,No,Personal
3193,1041,4,Amex,Credit,335960480212340,01/2021,29,YES,1,$17300,06/2008,2013,No,UNKNOWN
3194,1042,0,Mastercard,Debit,5734847771716584,07/2020,423,YES,1,$11163,01/2020,2020,No,UNKNOWN
3195,1042,1,Mastercard,Debit,5018191731735773,02/2024,889,YES,1,$13612,05/2011,2011,No,Personal
3196,1042,2,Visa,Debit,4764927598078199,12/2016,254,YES,1,$11168,11/2009,2009,No,Prepaid Purchasing With Fleet
3197,1043,0,Visa,Credit,4821644277167168,03/2020,978,NO,2,$6200,01/2020,2020,No,Prepaid
3198,1043,1,Mastercard,Debit (Prepaid),5332123291595768,05/2019,494,YES,1,$61,04/2008,2009,No,Standard
3199,1043,2,Mastercard,Debit,5981206880089611,02/2020,421,YES,1,$12103,02/2019,2019,No,Standard
3200,1044,0,Discover,Credit,6880652319415117,08/2022,218,YES,2,$7900,05/2009,2010,No,UNKNOWN
3201,1044,1,Mastercard,Debit,5603221270332940,06/2016,316,YES,1,$11408,03/2012,2012,No,UNKNOWN
3202,1045,0,Mastercard,Debit,5101090738920824,07/2021,325,YES,1,$22362,09/2010,2014,No,Gold
3203,1046,0,Visa,Debit,4641287909590417,09/2020,819,YES,1,$14993,02/2020,2020,No,Signature
3204,1046,1,Amex,Credit,324659664188559,04/2024,330,NO,2,$8300,02/2020,2020,No,UNKNOWN
3205,1047,0,Mastercard,Debit,5900286231363635,12/2021,172,YES,1,$29716,12/2009,2011,No,Standard
3206,1047,1,Visa,Debit,4993861165139696,10/2009,663,YES,1,$19258,08/2009,2011,No,UNKNOWN
3207,1047,2,Visa,Credit,4355832454848293,08/2020,490,YES,3,$13400,05/2009,2011,No,Business
3208,1047,3,Visa,Credit,4746650219933871,09/2022,32,YES,2,$17100,02/2020,2020,No,Classic
3209,1048,0,Visa,Debit,4954234286771971,09/2022,1,YES,2,$16736,02/2020,2020,No,UNKNOWN
3210,1048,1,Mastercard,Debit,5149907991090612,09/2021,275,YES,1,$10196,01/2020,2020,No,Business
3211,1049,0,Visa,Debit,4636302289774996,09/2014,898,YES,1,$20961,09/2004,2010,No,UNKNOWN
3212,1049,1,Mastercard,Credit,5703235867357528,02/2023,825,YES,2,$10500,05/2003,2016,No,UNKNOWN
3213,1049,2,Amex,Credit,365377878162370,10/2023,964,YES,2,$16500,01/2013,2013,No,Business
3214,1050,0,Visa,Credit,4498319484048588,08/2016,282,YES,2,$11300,05/2016,2016,No,Classic
3215,1050,1,Mastercard,Debit,5909552342193744,12/2021,675,YES,1,$13866,02/2018,2018,No,Standard
3216,1050,2,Mastercard,Debit,5494745672321744,05/2021,61,YES,2,$14913,02/2010,2010,No,Private Label
3217,1051,0,Discover,Credit,6130054955952438,10/2022,970,YES,1,$6100,02/2020,2020,No,UNKNOWN
3218,1052,0,Visa,Debit,4852239481506092,11/2012,226,NO,1,$3728,10/2010,2010,No,Classic
3219,1052,1,Discover,Credit,6172129329668613,10/2024,585,YES,1,$7400,07/2001,2007,No,UNKNOWN
3220,1052,2,Mastercard,Debit (Prepaid),5821558147911214,10/2020,558,YES,1,$77,09/2009,2009,No,UNKNOWN
3221,1052,3,Visa,Debit,4643281848838061,02/2021,413,YES,1,$12299,03/2005,2007,No,Prepaid Reloadable
3222,1053,0,Visa,Credit,4086497597276972,03/2021,383,YES,2,$6800,01/2010,2010,No,Classic
3223,1053,1,Visa,Debit (Prepaid),4841317910712429,02/2022,858,YES,1,$77,01/2020,2020,No,Platinum
3224,1054,0,Mastercard,Debit,5153811866078718,01/2017,115,YES,2,$2172,06/2009,2017,No,Corporate
3225,1054,1,Mastercard,Debit,5514582408709018,04/2021,117,YES,1,$8661,01/2020,2020,No,Standard
3226,1054,2,Visa,Debit,4456142342115909,03/2023,189,YES,2,$4009,01/2020,2020,No,Gold
3227,1055,0,Amex,Credit,344844394968700,12/2020,973,YES,1,$11200,02/2020,2020,No,UNKNOWN
3228,1055,1,Visa,Debit,4061650049353084,12/2021,542,YES,2,$16479,01/2020,2020,No,Prepaid Business
3229,1056,0,Mastercard,Debit (Prepaid),5874995941788498,06/2022,595,YES,1,$65,11/2012,2012,No,UNKNOWN
3230,1056,1,Mastercard,Debit,5757503231654928,07/2021,514,YES,1,$17993,06/2012,2012,No,Personal
3231,1057,0,Mastercard,Debit,5128394597214303,04/2011,984,YES,2,$16398,12/2005,2005,No,Classic
3232,1057,1,Mastercard,Debit,5013050025628156,10/2021,272,YES,2,$21284,06/1998,2016,No,Standard
3233,1058,0,Visa,Debit,4683799898016256,09/2021,938,NO,2,$13022,06/2015,2015,No,UNKNOWN
3234,1058,1,Visa,Credit,4591328314306371,11/2020,252,YES,1,$8500,02/2020,2020,No,UNKNOWN
3235,1059,0,Visa,Debit,4130167694765134,06/2024,299,YES,1,$34123,06/2009,2009,No,Classic
3236,1059,1,Mastercard,Debit,5123318890212912,10/2013,821,YES,1,$25670,05/1999,2010,No,Standard
3237,1059,2,Mastercard,Credit,5719709279353504,07/2020,403,YES,1,$9000,05/1999,2012,No,UNKNOWN
3238,1059,3,Visa,Debit,4963194250583008,09/2023,150,YES,2,$8280,12/2008,2017,No,UNKNOWN
3239,1060,0,Amex,Credit,398638761436555,01/2021,177,YES,2,$6400,10/2010,2011,No,Business
3240,1060,1,Mastercard,Debit,5945807507752763,08/2022,282,YES,2,$9741,12/2001,2010,No,Standard
3241,1060,2,Mastercard,Debit,5228524583663222,06/2023,720,YES,2,$1326,03/2001,2011,No,Platinum
3242,1060,3,Discover,Credit,6151262896814388,10/2022,10,YES,2,$3600,10/1998,2005,No,UNKNOWN
3243,1060,4,Mastercard,Credit,5824671780662841,05/2022,554,YES,1,$5500,03/2006,2012,No,Personal
3244,1061,0,Mastercard,Debit,5397488043496245,10/2020,915,YES,2,$16675,03/2009,2009,No,Standard
3245,1061,1,Visa,Debit,4003397958786978,05/2021,994,YES,2,$21594,01/2015,2015,No,Classic
3246,1061,2,Visa,Debit,4345910488111903,02/2020,867,YES,1,$14277,06/2012,2012,No,Business
3247,1061,3,Visa,Debit,4169464534562522,09/2021,770,YES,2,$13368,04/2014,2014,No,Business
3248,1061,4,Mastercard,Credit,5242288844676225,05/2020,740,YES,1,$12700,12/2007,2016,No,Titanium
3249,1062,0,Amex,Credit,309312757333159,05/2015,253,YES,1,$11200,06/2000,2013,No,UNKNOWN
3250,1062,1,Visa,Debit,4547819605508075,06/2024,410,YES,1,$1342,09/2008,2008,No,Classic
3251,1062,2,Visa,Credit,4285723805461636,05/2024,282,YES,2,$8700,05/2008,2009,No,Platinum
3252,1062,3,Visa,Debit (Prepaid),4505985086777391,06/2019,675,YES,2,$75,03/2019,2019,No,Gold
3253,1062,4,Mastercard,Debit,5610643638268100,10/2021,739,YES,1,$35062,02/2004,2011,No,UNKNOWN
3254,1062,5,Mastercard,Debit,5972507233494518,02/2020,29,YES,2,$17503,08/2019,2019,No,Standard
3255,1062,6,Visa,Credit,4807938969312222,10/2021,158,YES,1,$16900,11/2011,2011,No,Purchasing
3256,1063,0,Mastercard,Credit,5595124692967493,01/2023,474,NO,2,$9000,10/2010,2010,No,Business
3257,1063,1,Visa,Credit,4552564122869013,04/2024,816,YES,2,$9800,09/2012,2012,No,Classic
3258,1063,2,Mastercard,Credit,5374521575849221,12/2023,720,YES,1,$10600,12/2008,2009,No,Prepaid Reloadable
3259,1063,3,Visa,Credit,4913659581054321,08/2020,55,YES,1,$7200,03/2013,2013,No,Gold
3260,1063,4,Amex,Credit,358698367361738,11/2023,803,YES,2,$7900,06/2007,2017,No,UNKNOWN
3261,1064,0,Mastercard,Debit,5247241630893016,02/2020,285,YES,2,$12189,06/2011,2011,No,Platinum
3262,1064,1,Amex,Credit,363194829032279,09/2021,307,NO,1,$12300,12/1997,2009,No,UNKNOWN
3263,1064,2,Visa,Debit,4348922167384229,06/2022,256,YES,2,$8702,01/2010,2014,No,Prepaid Classic
3264,1064,3,Mastercard,Debit,5813126802246388,12/2022,390,YES,2,$10638,09/2004,2010,No,Standard
3265,1064,4,Amex,Credit,355893231059855,11/2020,374,YES,2,$5800,02/1998,2010,No,UNKNOWN
3266,1064,5,Mastercard,Credit,5937483494199250,09/2020,651,YES,1,$13200,03/2002,2018,No,Standard
3267,1064,6,Mastercard,Credit,5696507697447293,10/2021,829,YES,2,$4800,12/2005,2009,No,UNKNOWN
3268,1065,0,Mastercard,Credit,5202407614887772,11/2020,17,YES,2,$6800,08/2013,2013,No,UNKNOWN
3269,1065,1,Visa,Debit (Prepaid),4805717527228441,04/2020,689,YES,2,$64,10/2018,2018,No,UNKNOWN
3270,1066,0,Visa,Credit,4846880896921020,09/2011,89,YES,1,$5800,08/2010,2010,No,Classic
3271,1066,1,Mastercard,Debit,5342017674521143,08/2024,200,YES,2,$22742,01/2009,2009,No,Mixed Product
3272,1066,2,Amex,Credit,342127756889068,04/2020,505,YES,1,$19300,02/2003,2013,No,UNKNOWN
3273,1066,3,Visa,Credit,4998523019501501,03/2024,730,YES,1,$13800,11/2008,2008,No,Platinum
3274,1067,0,Mastercard,Credit,5990870436342591,12/2022,373,YES,2,$8200,03/2007,2010,No,Standard
3275,1068,0,Visa,Debit,4072906383807827,08/2021,134,YES,2,$840,01/2020,2020,No,Prepaid Business
3276,1069,0,Visa,Credit,4896740019424793,02/2023,107,YES,2,$12600,11/1996,2014,No,Signature Business
3277,1069,1,Mastercard,Debit,5527540454179734,09/2023,594,YES,2,$15552,06/2010,2014,No,Corporate
3278,1069,2,Visa,Debit,4084744531899336,08/2022,22,YES,1,$5133,08/2008,2008,No,Classic
3279,1069,3,Mastercard,Debit,5573928816931767,11/2020,814,YES,2,$24049,07/2006,2013,No,Prepaid Reloadable
3280,1070,0,Visa,Debit,4736166071228961,10/2020,535,YES,1,$17382,02/2020,2020,No,Prepaid
3281,1070,1,Visa,Debit,4043193069414737,09/2021,859,NO,1,$19483,02/2020,2020,No,Business
3282,1071,0,Visa,Debit,4549207388694992,07/2020,454,YES,2,$2174,12/2002,2010,No,Business
3283,1072,0,Mastercard,Debit,5800282249045735,08/2017,159,YES,2,$25301,08/2014,2014,No,Standard
3284,1072,1,Visa,Credit,4500413559560458,09/2012,772,YES,2,$11000,09/2011,2013,No,Gold
3285,1072,2,Discover,Credit,6910507672679889,11/2022,303,YES,1,$7100,02/2020,2020,No,UNKNOWN
3286,1073,0,Mastercard,Debit (Prepaid),5359728537890316,10/2008,268,YES,2,$57,08/2008,2008,No,Standard
3287,1073,1,Mastercard,Debit (Prepaid),5525521386256143,11/2016,10,YES,2,$33,06/2006,2013,No,Corporate
3288,1073,2,Visa,Credit,4261459508856281,03/2024,100,NO,1,$10900,02/2020,2020,No,UNKNOWN
3289,1074,0,Visa,Credit,4733101280516220,10/2021,91,YES,2,$7100,10/2007,2007,No,Classic
3290,1074,1,Mastercard,Debit,5182798655253669,02/2022,237,YES,1,$10005,04/2012,2012,No,Business
3291,1075,0,Visa,Debit,4170281671173425,09/2023,374,YES,1,$10627,11/2011,2011,No,Classic
3292,1075,1,Mastercard,Debit,5090352145878323,09/2024,699,NO,2,$12157,01/2010,2019,No,Basic
3293,1075,2,Mastercard,Debit,5697088180898071,03/2008,622,YES,1,$60,09/2004,2009,No,UNKNOWN
3294,1075,3,Mastercard,Credit,5190258026083823,12/2020,16,YES,2,$10600,06/2003,2008,No,Prepaid
3295,1075,4,Visa,Debit,4513747100786400,11/2023,697,YES,1,$17383,03/2012,2012,No,UNKNOWN
3296,1076,0,Mastercard,Credit,5425086965050395,07/2022,286,YES,1,$14200,06/2015,2015,No,Gold
3297,1077,0,Mastercard,Debit,5293577583483472,12/2021,468,NO,2,$11620,02/2010,2010,No,Business
3298,1077,1,Visa,Debit,4905889899631048,01/2020,87,YES,2,$16642,01/2007,2012,No,Atm Card
3299,1077,2,Mastercard,Credit,5312371772380380,05/2020,749,YES,1,$6900,02/2017,2017,No,Prepaid
3300,1077,3,Visa,Credit,4205841889242536,09/2007,193,NO,2,$12500,10/2006,2012,No,Classic
3301,1078,0,Mastercard,Debit,5768034144342998,09/2024,339,YES,2,$14814,03/2008,2008,No,UNKNOWN
3302,1078,1,Amex,Credit,375781387847037,09/2021,910,YES,1,$10900,06/2011,2011,No,Personal
3303,1078,2,Mastercard,Debit,5422477428882353,01/2023,49,YES,2,$17253,09/2009,2011,No,Standard
3304,1079,0,Visa,Debit,4022388623982220,09/2009,297,YES,2,$20756,08/2009,2009,No,Gift
3305,1079,1,Mastercard,Debit,5892815616421272,02/2020,831,YES,2,$22132,01/2018,2018,No,UNKNOWN
3306,1079,2,Mastercard,Debit (Prepaid),5936702504666287,07/2010,175,YES,2,$63,11/2009,2009,No,Standard
3307,1079,3,Mastercard,Credit,5172991779853899,11/2024,993,YES,1,$12100,03/2009,2010,No,Prepaid Workplace B2B
3308,1079,4,Visa,Debit (Prepaid),4445518698030679,03/2024,772,YES,2,$71,07/2007,2014,No,Classic
3309,1079,5,Mastercard,Credit,5296450786659328,06/2020,567,YES,2,$13000,08/2017,2017,No,Gold
3310,1080,0,Mastercard,Debit,5412731781518758,05/2018,599,YES,2,$12047,04/2000,2008,No,Classic
3311,1081,0,Visa,Credit,4942437694778245,10/2020,805,NO,2,$14900,01/2008,2011,No,UNKNOWN
3312,1081,1,Mastercard,Debit,5587024233247132,11/2022,531,YES,2,$14066,02/2010,2012,No,World Business
3313,1081,2,Mastercard,Debit (Prepaid),5959812127527703,09/2021,122,NO,2,$60,05/2005,2013,No,Standard
3314,1081,3,Mastercard,Debit,5736162855690730,12/2024,93,YES,3,$18242,04/2003,2011,No,UNKNOWN
3315,1081,4,Mastercard,Debit,5554908163647067,09/2023,289,YES,2,$2041,04/1997,2012,No,Commercial Bill Pay
3316,1081,5,Mastercard,Debit (Prepaid),5870295343668374,12/2022,16,YES,2,$46,09/2009,2016,No,UNKNOWN
3317,1082,0,Visa,Credit,4718480260665073,07/2020,909,YES,1,$12700,12/2010,2011,No,Classic
3318,1082,1,Mastercard,Debit,5871278934255113,02/2020,101,YES,1,$27124,02/2020,2020,No,Personal
3319,1082,2,Discover,Credit,6513518494320521,05/2023,191,YES,2,$6400,02/2020,2020,No,Personal
3320,1083,0,Visa,Credit,4997594823384918,10/2021,0,YES,2,$4300,01/2011,2011,No,UNKNOWN
3321,1084,0,Mastercard,Debit,5209218070425035,09/2020,25,YES,1,$1993,10/2007,2015,No,Standard
3322,1085,0,Mastercard,Debit,5770262844753641,02/2020,717,YES,2,$18171,04/2014,2014,No,UNKNOWN
3323,1085,1,Visa,Debit,4825679880273598,07/2024,133,YES,1,$44314,07/2005,2008,No,Vpay
3324,1085,2,Discover,Credit,6994217664929322,11/2022,198,NO,1,$12700,10/2001,2009,No,UNKNOWN
3325,1086,0,Mastercard,Debit,5136583159442030,07/2019,321,YES,1,$21007,04/2011,2011,No,Gold
3326,1086,1,Mastercard,Debit (Prepaid),5855459575617149,07/2017,547,NO,1,$65,10/2008,2009,No,UNKNOWN
3327,1086,2,Visa,Debit,4526531668861041,12/2021,422,YES,1,$13342,01/2013,2013,No,UNKNOWN
3328,1087,0,Mastercard,Debit,5489916459927550,09/2021,425,YES,2,$10405,12/2007,2011,No,UNKNOWN
3329,1088,0,Visa,Credit,4576167031845753,10/2015,540,YES,1,$12500,09/2009,2009,No,UNKNOWN
3330,1088,1,Visa,Debit,4341601262077056,01/2022,511,YES,2,$19070,03/2007,2007,No,Prepaid Classic
3331,1088,2,Mastercard,Debit,5530247037796971,10/2024,398,YES,2,$30950,07/2001,2006,No,Corporate
3332,1089,0,Mastercard,Debit (Prepaid),5722130479224541,05/2020,447,YES,1,$80,06/2009,2012,No,UNKNOWN
3333,1089,1,Visa,Debit,4260770454530847,10/2023,303,YES,1,$26394,02/2020,2020,No,UNKNOWN
3334,1089,2,Mastercard,Debit (Prepaid),5596764819382871,01/2020,26,YES,1,$71,11/2018,2018,No,Business
3335,1089,3,Visa,Debit (Prepaid),4611045541819658,01/2024,73,YES,1,$83,10/2008,2008,No,Classic
3336,1090,0,Mastercard,Debit,5864678527405060,02/2016,209,YES,2,$12132,11/2001,2014,No,UNKNOWN
3337,1090,1,Mastercard,Credit,5309806228982693,11/2015,888,YES,2,$1900,02/2013,2013,No,Standard
3338,1091,0,Visa,Debit,4090974875409305,11/2021,478,YES,2,$5507,02/2010,2010,No,Classic
3339,1091,1,Mastercard,Credit,5146631536689214,07/2020,498,YES,2,$6300,10/2003,2010,No,Business
3340,1092,0,Mastercard,Debit,5902106574231833,07/2021,726,YES,2,$19573,09/2008,2015,No,Standard
3341,1092,1,Visa,Debit,4088009907063244,01/2021,841,YES,2,$29543,11/2009,2011,No,Classic
3342,1092,2,Visa,Debit,4613081576154866,05/2020,531,NO,2,$19171,06/2009,2013,No,Classic
3343,1093,0,Mastercard,Debit (Prepaid),5854434366617595,02/2020,685,YES,1,$72,08/2012,2012,No,UNKNOWN
3344,1093,1,Visa,Debit,4986472355842402,04/2014,877,YES,1,$11710,10/2013,2013,No,Classic
3345,1094,0,Visa,Debit,4983067178659303,12/2024,920,NO,2,$24089,03/2010,2010,No,Proprietary
3346,1095,0,Mastercard,Debit,5835652546947839,12/2024,163,YES,1,$15900,10/2011,2011,No,UNKNOWN
3347,1095,1,Mastercard,Debit,5052894179039690,01/2024,604,YES,1,$11595,12/2010,2010,No,UNKNOWN
3348,1095,2,Mastercard,Debit,5407600934550843,02/2020,335,YES,2,$13257,09/2011,2011,No,Standard
3349,1096,0,Visa,Credit,4422778420591987,02/2014,40,NO,2,$7200,09/2009,2009,No,Traditional
3350,1096,1,Mastercard,Credit,5464567834760933,04/2017,217,YES,1,$8200,05/1997,2007,No,Standard
3351,1096,2,Visa,Debit,4680252687248203,04/2024,33,YES,2,$11678,10/2008,2014,No,Business
